,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_HLrev,UMAP2_HLrev,class_hls
HsaINT0113125,NFKB2,91,22.0,1.0,0.0,,64.83516,0.0978444419904715,63.755,41.64,7.37,2.4982335442043477,12.0,7.295,0.6079166666666667,-0.2161559498181544,Stable_4h,5,0.0,,0,,1.527176009662616,4.2574143,8.624248,LL-RIs
HsaINT0113127,NFKB2,215,22.0,11.0,0.0,,61.86047,0.1724719608008914,36.18,41.64,7.37,2.4982335442043477,12.0,12.0,1.0,0.0,Stable_4h,6,92.10526315789474,,0,,1.2428042273975404,10.429727,9.955012,LL-RIs
HsaINT1024849,NFRKB,1488,25.0,1.0,44.01881720430107,"SINE/Alu, SINE/MIR, SINE/tRNA-RTE",40.45699,0.0034041691690629,72.47,54.81,18.54,1.563797890723114,4.741,5.926,1.2499472685087536,0.0968916918250757,Stable_4h,24,95.65217391304348,1.94486866703354,0,,0.95608169502775,11.113831,6.2250495,LL-RIs
HsaINT0113705,NISCH,518,21.0,20.0,0.0,,59.84556,0.286404254659605,43.39,177.945,32.295,2.4620486704109905,7.254,10.193,1.405155776123518,0.1477244729675858,Stable_4h,30,94.24778761061948,2.98410829102236,0,,0.3061584357544443,10.008636,10.168609,LL-RIs
HsaINT0113699,NISCH,4217,21.0,14.0,16.670618923405264,"DNA/TcMar-Tc2, LINE/L1, LINE/L2, SINE/MIR, Simple_repeat",56.01138,0.2558588707925117,91.685,177.945,32.295,2.4620486704109905,7.254,9.886,1.3628342983181692,0.1344430548803424,Stable_4h,221,91.30434782608695,2.98410829102236,0,,0.3450200341006138,8.867195,8.342032,LL-RIs
HsaINT0113778,NKD2,735,9.0,5.0,0.0,,59.72789,-0.4356539522954935,58.67,25.245,3.67,2.7821457092078923,7.789,12.0,1.5406342277570937,0.1876995422081048,Stable_4h,45,89.60396039603961,,0,,0.170862874135906,8.748238,9.254907,LL-RIs
HsaINT0114210,NMRAL1,387,5.0,1.0,0.0,,71.57623,-0.6751165808102483,76.11,40.02,37.12,0.1085244567781693,12.0,12.0,1.0,0.0,Stable_4h,66,1.3888888888888888,,0,,0.8784519973750483,7.2314677,10.6069765,LL-RIs
HsaINT0114660,NOP2,192,16.0,4.0,0.0,,52.60417,0.0374607351018574,56.495,259.725,71.985,1.851216669368397,2.746,9.54,3.47414420975965,0.5408478418033588,Stable_4h,6,95.45454545454544,,0,,1.032669266784154,11.189773,7.6715965,LL-RIs
HsaINT0114859,NOTCH2,189,29.0,23.0,0.0,,43.91534,0.11994148684081,38.72,24.645,26.1,-0.0827548257860164,6.68,5.69,0.8517964071856289,-0.0696641960804744,Stable_4h,2,88.88888888888889,-0.495971369109258,0,,0.8642084326301834,10.58482,6.5076513,LL-RIs
HsaINT0115103,NPC1,928,24.0,23.0,22.73706896551724,SINE/Alu,46.65948,-0.2482891052110148,54.99,29.19,21.675,0.4294422173930703,6.743,8.106,1.2021355479756783,0.0799534397290341,Stable_4h,37,96.21212121212122,0.41794258175429,0,,0.8315698692229974,12.846395,6.820451,LL-RIs
HsaINT0115254,NPHP4,484,29.0,29.0,0.0,,55.78512,-0.7536894403509873,50.405,38.47,4.72,3.026875064934773,12.0,5.712,0.476,-0.3223930472795068,Stable_4h,28,92.76595744680851,1.08842737659481,0,,0.2888129038186141,9.956441,7.9294653,LL-RIs
HsaINT0115769,NRBP2,186,17.0,4.0,0.0,,77.41935,-0.184313517847929,81.255,222.28,3.895,5.83461100688882,11.789,12.0,1.017898040546272,0.0077042783487071,Stable_4h,37,97.47899159663864,3.43238819570337,0,,0.2246726074242624,7.4610906,10.942539,LL-RIs
HsaINT0115766,NRBP2,89,17.0,17.0,93.25842696629212,"Low_complexity, Simple_repeat",82.02247,-0.229602275818417,62.285,222.28,3.895,5.83461100688882,11.789,6.947,0.5892781406395793,-0.2296796688245623,Stable_4h,25,98.27586206896552,3.43238819570337,0,,0.437502911273201,4.096233,9.830279,LL-RIs
HsaINT0020484,NRDE2,600,13.0,13.0,0.0,,59.83333,-0.3387362263188736,53.07,13.055,3.565,1.8726284758689535,5.151,12.0,2.3296447291788005,0.3672896961670459,Stable_4h,41,93.11926605504588,0.146240129989064,0,,0.4136955582164187,8.573872,8.8987,LL-RIs
HsaINT1025391,NSMF,795,12.0,3.0,0.0,,66.16352,-0.3161284624597747,80.68,238.675,34.175,2.804034216375197,12.0,5.651,0.4709166666666666,-0.3270559387497266,Stable_4h,50,53.88127853881279,1.95412538273138,0,,0.7141936309323236,8.71946,10.563338,LL-RIs
HsaINT0116530,NUBP2,721,6.0,3.0,4.160887656033287,Simple_repeat,66.29681,-0.97417639084225,64.88,134.47,60.085,1.1622075687038689,8.609,5.36,0.6226042513648508,-0.205787918125088,Stable_4h,62,90.9090909090909,1.6635069989933,0,,0.2533577953549108,7.85328,9.94723,LL-RIs
HsaINT0116625,NUDT14,3272,4.0,4.0,29.095354523227385,"LINE/CR1, LTR/ERVL-MaLR, SINE/Alu",64.02812,-0.721685112328364,90.705,82.35,14.275,2.528277904363512,7.372,6.486,0.8798155181768855,-0.0556083822100822,Stable_4h,189,89.65153115100317,,0,,0.2085053890733062,8.978999,10.205122,LL-RIs
HsaINT0116732,NUMA1,665,26.0,22.0,0.0,,56.2406,-0.1718313257912656,47.125,143.6,41.835,1.7792734089609454,6.166,12.0,1.9461563412260785,0.2891777256571353,Stable_4h,16,96.7391304347826,0.117435811329455,0,,0.4786967546149577,9.980028,7.774787,LL-RIs
HsaINT0117171,NUP85,311,18.0,17.0,0.0,,52.41158,-0.3975032247839525,59.795,204.355,53.865,1.9236574836998763,10.811,12.0,1.1099805753399317,0.0453153786997247,Stable_4h,20,95.7983193277311,2.57501512282659,311,20.0044,1.2850396791702596,10.197351,6.4659605,LL-RIs
HsaINT0117605,OBSCN,566,74.0,35.0,0.0,,55.12367,-1.1784938027686644,53.095,72.54,3.39,4.419419566833936,12.0,12.0,1.0,0.0,Stable_4h,10,92.72727272727272,,0,,0.252970199693779,8.316283,7.1108084,LL-RIs
HsaINT0117690,OBSL1,686,19.0,19.0,0.0,,59.76676,0.0615007308061934,80.565,223.01,21.35,3.3848004285815456,7.956,5.722,0.7192056309703369,-0.1431469209831541,Stable_4h,17,28.26086956521739,2.30058030419425,0,,1.3270839035955675,8.951745,9.584515,LL-RIs
HsaINT0117688,OBSL1,319,19.0,17.0,0.0,,72.10031,-0.2402704402162992,57.19,223.01,21.35,3.3848004285815456,7.956,12.0,1.5082956259426847,0.1784864715952268,Stable_4h,37,2.5974025974025974,2.30058030419425,0,,0.6662162789543764,6.6670084,9.074634,LL-RIs
HsaINT0118077,OGFOD2,72,7.0,7.0,0.0,,66.66667,0.4571126618448802,49.57,39.935,6.665,2.5829769332573127,7.365,12.0,1.6293279022403258,0.212008494868975,Stable_4h,4,91.66666666666669,,0,,1.3363779180557598,3.287234,8.735631,LL-RIs
HsaINT0118295,OPLAH,125,26.0,14.0,0.0,,69.6,-0.0203064523361277,32.08,111.375,5.425,4.359658483964805,12.0,12.0,1.0,0.0,Stable_4h,10,100.0,3.97841019739979,0,,0.8053549235757957,5.8304515,9.079517,LL-RIs
HsaINT0118302,OPLAH,79,26.0,20.0,0.0,,69.62025,-0.3673333371870028,46.495,111.375,5.425,4.359658483964805,12.0,7.063,0.5885833333333333,-0.2301920397964574,Stable_4h,2,88.23529411764706,3.97841019739979,0,,1.2463655394438988,3.5058222,8.872569,LL-RIs
HsaINT0118305,OPLAH,122,26.0,23.0,0.0,,77.86885,-0.5692396636692468,56.02,111.375,5.425,4.359658483964805,12.0,12.0,1.0,0.0,Stable_4h,13,86.11111111111111,3.97841019739979,0,,0.916946821172426,5.7026467,9.494833,LL-RIs
HsaINT0118303,OPLAH,82,26.0,21.0,0.0,,75.60976,-0.7793827063237305,40.525,111.375,5.425,4.359658483964805,12.0,12.0,1.0,0.0,Stable_4h,16,91.04477611940298,3.97841019739979,0,,1.4391251473620996,3.867183,8.939665,LL-RIs
HsaINT0118792,OSGEP,179,10.0,2.0,0.0,,46.92737,0.1603258418179577,61.865,90.5,25.525,1.8260068310927664,5.011,12.0,2.394731590500898,0.3792568433051481,Stable_4h,2,91.66666666666669,2.37217353304962,179,13.8673,1.2539247581340565,8.098524,6.754009,LL-RIs
HsaINT0118793,OSGEP,2707,10.0,3.0,39.12079793128925,"SINE/Alu, Simple_repeat",42.63022,0.0830776056389896,91.23,90.5,25.525,1.8260068310927664,5.011,12.0,2.394731590500898,0.3792568433051481,Stable_4h,58,76.55172413793103,2.37217353304962,2152,13.8673,0.736018267284259,10.79512,5.912503,LL-RIs
HsaINT0118794,OSGEP,157,10.0,4.0,0.0,,43.3121,0.2415961543178687,75.965,90.5,25.525,1.8260068310927664,5.011,12.0,2.394731590500898,0.3792568433051481,Stable_4h,0,,2.37217353304962,0,,0.9936810424663538,9.590848,6.018563,LL-RIs
HsaINT0119137,OXA1L,182,9.0,5.0,0.0,,41.75824,0.3606629839857773,80.805,129.18,91.415,0.4988799082245606,12.0,12.0,1.0,0.0,Stable_4h,0,,2.93333843890004,0,,0.9530089590861248,10.13962,5.1884007,LL-RIs
HsaINT0119209,OXTR,639,3.0,1.0,0.0,,59.31142,-0.3707978057986721,66.565,15.86,2.38,2.736359292396035,5.112,12.0,2.347417840375587,0.3705904008972811,Stable_4h,56,85.63380281690141,,0,,0.5199960504569177,11.00005,8.596483,LL-RIs
HsaINT0119258,P2RX5,5712,11.0,11.0,39.12815126050421,"DNA/hAT-Charlie, LINE/L1, LINE/L2, SINE/Alu, SINE/MIR",55.58473,-0.1628823320010877,55.055,11.82,3.885,1.6052435317698224,9.744,9.01,0.9246715927750412,-0.0340124843097371,Stable_4h,311,86.86868686868686,,5712,46.6303,0.4503318559555099,9.235856,8.036645,LL-RIs
HsaINT0091373,P3H1,174,14.0,7.0,0.0,,58.62069,0.7467919017526057,79.195,80.14,35.98,1.1553273231793155,12.0,12.0,1.0,0.0,Stable_4h,4,93.10344827586206,0.911672271675607,0,,1.2722524992285331,9.344329,8.841512,LL-RIs
HsaINT1026002,P4HTM,730,8.0,6.0,0.0,,57.53425,0.151008228696014,95.075,36.63,6.9,2.408357434043028,12.0,12.0,1.0,0.0,Stable_4h,14,89.33333333333333,,730,54.1963,0.443109460671246,9.340783,8.000538,LL-RIs
HsaINT0119500,PACS2,839,24.0,16.0,11.799761620977351,Simple_repeat,57.80691,-0.4631670647140188,63.415,102.32,11.685,3.1303585300988117,12.0,12.0,1.0,0.0,Stable_4h,76,96.31782945736434,2.15822911580006,0,,0.1015510010466149,8.708218,9.433633,LL-RIs
HsaINT0119505,PACS2,381,24.0,21.0,0.0,,64.56693,-0.663578945214517,86.62,102.32,11.685,3.1303585300988117,12.0,12.0,1.0,0.0,Stable_4h,24,95.33333333333331,2.15822911580006,0,,0.1123044528970356,8.489883,9.234486,LL-RIs
HsaINT0119503,PACS2,1203,24.0,20.0,0.0,,61.42976,-0.8413943400115089,64.635,102.32,11.685,3.1303585300988117,12.0,7.678,0.6398333333333334,-0.1939331382662386,Stable_4h,78,92.15686274509804,2.15822911580006,0,,0.0897057179785285,9.5014305,8.16538,LL-RIs
HsaINT0119502,PACS2,697,24.0,18.0,0.0,,64.84935,-0.961198278031233,87.51,102.32,11.685,3.1303585300988117,12.0,12.0,1.0,0.0,Stable_4h,70,96.26168224299066,2.15822911580006,0,,0.1796336421679747,8.346689,8.968273,LL-RIs
HsaINT1026046,PACS2,4243,24.0,19.0,0.0,,63.49281,-0.7982581331396149,87.99,102.32,11.685,3.1303585300988117,12.0,12.0,1.0,0.0,Stable_4h,245,93.30645161290325,2.15822911580006,0,,0.0866258086304933,9.145285,9.299083,LL-RIs
HsaINT0119514,PACS2,6867,24.0,8.0,65.28323867773409,"LINE/L1, LTR/ERVL-MaLR, SINE/Alu",50.37134,0.011892077104975,34.68,102.32,11.685,3.1303585300988117,12.0,10.082,0.8401666666666667,-0.075634552945493,Stable_4h,291,83.77659574468085,2.15822911580006,0,,0.5676934005393257,7.8335466,10.325637,LL-RIs
HsaINT0119539,PACSIN3,3279,10.0,1.0,8.874656907593778,SINE/Alu,63.19,0.0850646736068992,52.355,73.57,34.22,1.104277831530369,12.0,8.223,0.68525,-0.164150955788464,Stable_4h,272,57.39592559787423,1.88227515473486,0,,0.3948657762870675,7.2857146,9.960461,LL-RIs
HsaINT0086646,PALD1,557,19.0,3.0,47.75583482944344,"LINE/L2, Simple_repeat",56.55296,-0.1175593503105132,50.015,82.26,27.815,1.5643279662467693,12.0,6.795,0.56625,-0.2469917849791117,Stable_4h,9,100.0,,0,,0.7120458686887534,7.346329,8.021704,LL-RIs
HsaINT0086647,PALD1,1221,19.0,4.0,54.21785421785422,"LINE/L2, SINE/MIR",53.80835,-0.060857376454543,40.455,82.26,27.815,1.5643279662467693,12.0,12.0,1.0,0.0,Stable_4h,26,91.92825112107624,,0,,0.324407654484615,10.474224,8.803017,LL-RIs
HsaINT0119963,PAN2,303,25.0,17.0,20.7920792079208,Low_complexity,52.80528,0.6303642386738643,95.59,80.18,7.725,3.3756355793590336,10.208,12.0,1.1755485893416928,0.0702405846705377,Stable_4h,2,77.77777777777777,3.21327614533976,303,4.44361,0.900343138027318,11.172113,8.82161,LL-RIs
HsaINT1026106,PAN2,135,25.0,13.0,0.0,,48.88889,0.5073582069077807,67.81,80.18,7.725,3.3756355793590336,10.208,11.208,1.097962382445141,0.040587460900631,Stable_4h,0,,3.21327614533976,135,4.44361,1.0269272643144154,5.4596825,7.4685483,LL-RIs
HsaINT0119977,PAN2,207,25.0,7.0,0.0,,46.8599,0.2626796169330827,50.655,80.18,7.725,3.3756355793590336,10.208,12.0,1.1755485893416928,0.0702405846705377,Stable_4h,3,91.66666666666669,3.21327614533976,0,,0.980872657758638,9.798512,6.565139,LL-RIs
HsaINT0120120,PAPLN,94,25.0,23.0,0.0,,54.25532,0.1685698938265603,40.775,84.36,3.44,4.6160786250915935,12.0,12.0,1.0,0.0,Stable_4h,0,,,0,,1.3165610569279989,4.810391,7.731547,LL-RIs
HsaINT0120106,PAPLN,978,25.0,10.0,0.0,,63.80368,-0.1972466751549654,83.24,84.36,3.44,4.6160786250915935,12.0,12.0,1.0,0.0,Stable_4h,45,89.04109589041096,,0,,0.2491382516025308,8.620539,9.949926,LL-RIs
HsaINT0120119,PAPLN,993,25.0,22.0,40.5840886203424,"SINE/Alu, SINE/MIR",51.76234,-0.1466743958038522,46.03,84.36,3.44,4.6160786250915935,12.0,8.469,0.70575,-0.151349113181043,Stable_4h,37,94.11764705882354,,0,,0.5668491954843669,9.037639,8.072755,LL-RIs
HsaINT0120121,PAPLN,1725,25.0,24.0,50.3768115942029,"DNA/hAT-Charlie, LINE/L2",54.49275,-0.2996618326902205,56.92,84.36,3.44,4.6160786250915935,12.0,12.0,1.0,0.0,Stable_4h,36,92.34042553191487,,0,,0.5147275237806064,8.43342,7.095411,LL-RIs
HsaINT0120107,PAPLN,551,25.0,11.0,33.03085299455535,"Low_complexity, SINE/MIR",58.25771,-0.1891872723969969,45.63,84.36,3.44,4.6160786250915935,12.0,7.415,0.6179166666666667,-0.209070090683224,Stable_4h,16,96.80851063829788,,0,,0.3881873349382063,9.39914,8.459162,LL-RIs
HsaINT0120114,PAPLN,817,25.0,18.0,32.55813953488372,SINE/MIR,55.20196,-0.3551164184666727,69.83,84.36,3.44,4.6160786250915935,12.0,7.586,0.6321666666666667,-0.1991684076808531,Stable_4h,28,86.52849740932642,,0,,0.2947812637987201,8.22164,8.531476,LL-RIs
HsaINT0120243,PAQR4,1316,2.0,1.0,15.121580547112462,SINE/MIR,64.43769,-0.260639543479181,89.615,88.05,21.59,2.0279597606960653,2.207,6.367,2.884911644766652,0.4601325167021868,Stable_4h,103,29.97762863534676,2.25873911010217,0,,0.5537223285686461,7.6663136,9.58127,LL-RIs
HsaINT0120254,PAQR6,1200,7.0,1.0,0.0,,60.83333,-0.2845879896923362,98.345,45.415,2.56,4.148953164809123,7.665,12.0,1.5655577299412915,0.1946690868572308,Stable_4h,44,85.65737051792829,3.85464885959877,0,,0.3876093572126435,9.7348385,8.614714,LL-RIs
HsaINT1026127,PAQR6,430,7.0,2.0,0.0,,57.44186,-0.2530396268930989,46.345,45.415,2.56,4.148953164809123,7.665,7.651,0.9981735159817352,-0.0007939572264343,Stable_4h,16,86.76470588235294,3.85464885959877,0,,0.5181976696600188,7.906886,7.516806,LL-RIs
HsaINT0120902,PC,209,21.0,17.0,0.0,,60.28708,-0.1009326958894514,74.945,47.755,10.155,2.2334615531491258,9.944,12.0,1.2067578439259854,0.0816201304140364,Stable_4h,6,91.11111111111111,1.4578407287812,209,6.94913,1.0252206373392283,8.568052,8.367824,LL-RIs
HsaINT1026272,PCAT6,204,1.0,1.0,0.0,,69.60784,0.0307339883634242,95.35,13.845,4.81,1.5252562545968886,4.122,11.467,2.7819019893255703,0.4443418250647668,Stable_4h,36,9.75609756097561,,0,,1.6043995389366847,7.138922,9.981249,LL-RIs
HsaINT0121190,PCGF2,224,10.0,1.0,0.0,,63.83929,0.52767264475052,54.77,280.18,108.72,1.365736614784095,12.0,5.363,0.4469166666666667,-0.3497734490845567,Stable_4h,23,1.694915254237288,,224,8.45765,1.026716089784044,6.8054495,8.204341,LL-RIs
HsaINT0121204,PCGF3,1141,10.0,4.0,0.0,,48.99211,-0.3999999997610422,53.725,147.57,21.625,2.770627423033035,8.969,5.2,0.5797747797970789,-0.2367406803800991,Stable_4h,68,92.82700421940928,,0,,0.1118215546386284,7.3610735,9.517043,LL-RIs
HsaINT0121240,PCID2,5311,14.0,7.0,69.5349275089437,"DNA/TcMar-Tigger, LINE/L1, LTR/ERV1, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat",43.28752,-0.046128060018798,54.205,91.42,61.385,0.5746236563337636,9.461,6.417,0.6782581122502906,-0.1686050031919202,Stable_4h,166,94.49035812672176,1.26597089817186,0,,0.7710148285248556,13.256391,3.929729,LL-RIs
HsaINT1026334,PCID2,197,14.0,14.0,0.0,,48.22335,-0.422780613926933,86.415,91.42,61.385,0.5746236563337636,9.461,12.0,1.2683648662932037,0.1032442035645142,Stable_4h,10,94.66666666666669,1.26597089817186,0,,0.5545867452820428,9.753854,6.9414506,LL-RIs
HsaINT0121511,PCOLCE,460,8.0,4.0,20.217391304347824,LINE/L2,63.91304,-0.0323050135311879,86.505,107.255,23.72,2.1768689896705826,10.644,12.0,1.1273957158962795,0.0520763801682735,Stable_4h,50,3.986710963455149,2.18309282961242,0,,1.139320079970651,7.9301934,9.852591,LL-RIs
HsaINT1026367,PCSK7,832,16.0,13.0,61.53846153846154,"SINE/Alu, SINE/MIR",50.60096,-0.1437858004449664,57.855,75.535,39.215,0.9457396880724463,12.0,12.0,1.0,0.0,Stable_4h,10,82.25806451612904,1.90625120032776,0,,0.7519750733413396,9.98309,9.432055,LL-RIs
HsaINT0121804,PDCD6,3014,4.0,4.0,27.27272727272728,SINE/Alu,52.42203,-0.2886767345613148,37.94,96.97,94.685,0.0344025919319513,12.0,6.687,0.55725,-0.2539499228477246,Stable_4h,147,91.96102314250912,,0,,0.4994809951046753,9.004129,9.061334,LL-RIs
HsaINT1026407,PDDC1,280,7.0,7.0,0.0,,59.28571,-0.668146953562535,90.33,262.87,26.57,3.3064793710504925,12.0,12.0,1.0,0.0,Stable_4h,16,93.75,,0,,0.5300639791141546,9.603367,8.240444,LL-RIs
HsaINT0122167,PDE6B,1520,21.0,12.0,40.328947368421055,"LTR?, SINE/tRNA-Deu, Simple_repeat",52.89474,-0.2499493071024623,98.015,13.8,2.155,2.6789084925764337,5.589,12.0,2.1470746108427265,0.3318471364317197,Stable_4h,50,88.50574712643679,,0,,1.1864098370264824,10.586158,9.272246,LL-RIs
HsaINT0122181,PDE6B,238,21.0,7.0,0.0,,56.30252,-0.2103839663784746,97.295,13.8,2.155,2.6789084925764337,5.589,12.0,2.1470746108427265,0.3318471364317197,Stable_4h,18,83.0,,0,,0.8280733300607099,8.60803,6.856677,LL-RIs
HsaINT0122165,PDE6B,1457,21.0,10.0,0.0,,67.53603,-0.7295226641754098,95.0,13.8,2.155,2.6789084925764337,5.589,12.0,2.1470746108427265,0.3318471364317197,Stable_4h,80,90.282131661442,,0,,0.2497714968384371,9.006237,9.447117,LL-RIs
HsaINT0122170,PDE6B,582,21.0,15.0,0.0,,70.27491,-0.9974440628758484,98.455,13.8,2.155,2.6789084925764337,5.589,12.0,2.1470746108427265,0.3318471364317197,Stable_4h,80,45.333333333333336,,0,,0.507361539319084,8.114249,10.576863,LL-RIs
HsaINT0122182,PDE6B,581,21.0,8.0,18.072289156626507,"Low_complexity, SINE/Alu",60.24096,-0.4182310349669243,98.195,13.8,2.155,2.6789084925764337,5.589,12.0,2.1470746108427265,0.3318471364317197,Stable_4h,49,86.23188405797102,,0,,0.5890167548674983,13.731489,6.575446,LL-RIs
HsaINT0122603,PDLIM7,660,12.0,5.0,8.333333333333334,Simple_repeat,68.18182,0.4027921092568943,81.68,573.425,54.1,3.405904304942456,12.0,8.693,0.7244166666666666,-0.1400115664224474,Stable_4h,62,25.396825396825395,3.82817650381199,0,,1.2334131664576111,7.1066637,9.3259115,LL-RIs
HsaINT1026567,PDPK1,248,13.0,3.0,0.0,,50.80645,0.2165546568774199,82.36,34.01,18.11,0.909172459757674,10.959,12.0,1.0949904188338353,0.0394103191160457,Stable_4h,0,,-0.190413885205298,0,,0.6984133481337079,10.984206,6.1830015,LL-RIs
HsaINT1026566,PDPK1,3516,13.0,2.0,13.083048919226394,SINE/Alu,50.36974,-0.1500768141874349,74.765,34.01,18.11,0.909172459757674,10.959,12.0,1.0949904188338353,0.0394103191160457,Stable_4h,79,90.26915113871635,-0.190413885205298,0,,0.482908540367901,10.153627,10.445258,LL-RIs
HsaINT1026571,PDPK1,3794,13.0,7.0,35.687928307854506,"DNA/hAT-Charlie, LINE/L1, SINE/Alu, Simple_repeat",52.87296,-0.2078241503389204,56.445,34.01,18.11,0.909172459757674,10.959,11.729,1.0702618852085044,0.0294900593531673,Stable_4h,152,92.60450160771704,-0.190413885205298,0,,0.6408835101253398,10.704855,5.8981423,LL-RIs
HsaINT1026569,PDPK1,658,13.0,5.0,0.0,,47.41641,-0.1013211583067653,70.605,34.01,18.11,0.909172459757674,10.959,12.0,1.0949904188338353,0.0394103191160457,Stable_4h,0,,-0.190413885205298,0,,0.2461456777835082,11.874389,6.600422,LL-RIs
HsaINT1026568,PDPK1,3644,13.0,4.0,14.077936333699231,"SINE/Alu, Simple_repeat",59.41273,-0.1993928076787574,79.12,34.01,18.11,0.909172459757674,10.959,12.0,1.0949904188338353,0.0394103191160457,Stable_4h,54,94.2953020134228,-0.190413885205298,0,,0.392620871148317,12.763938,6.9456,LL-RIs
HsaINT0123130,PEX1,216,23.0,14.0,0.0,,25.46296,0.5229720905856338,57.685,43.76,15.485,1.4987413551178936,9.778,6.514,0.6661894047862549,-0.1764022786989624,Stable_4h,0,,1.12965541630931,0,,0.7128750864610616,13.097377,3.6706133,LL-RIs
HsaINT0123148,PEX10,1939,5.0,1.0,46.82826199071686,"LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",58.27746,-0.3229520120925291,82.475,103.48,28.39,1.8658972049603493,7.002,8.204,1.1716652385032849,0.0688035452673149,Stable_4h,142,63.72832369942196,2.37911765451326,0,,0.9537840229520717,8.196057,10.272023,LL-RIs
HsaINT0123183,PEX16,112,10.0,7.0,0.0,,63.39286,0.5906216181848232,65.015,47.16,17.88,1.3992169817964448,12.0,6.623,0.5519166666666667,-0.2581264910007366,Stable_4h,8,92.3076923076923,2.87574758555786,0,,1.16688489763257,5.233092,8.308364,LL-RIs
HsaINT0123184,PEX16,192,10.0,8.0,0.0,,66.14583,-0.1276177994782563,55.68,47.16,17.88,1.3992169817964448,12.0,6.087,0.50725,-0.2947779442946164,Stable_4h,6,76.47058823529412,2.87574758555786,0,,0.8539602803314463,6.9957147,8.399632,LL-RIs
HsaINT0123376,PFKL,668,21.0,11.0,0.0,,66.76647,-0.9158470729340462,74.245,285.88,64.31,2.152294698796638,12.0,12.0,1.0,0.0,Stable_4h,66,95.49180327868852,2.41193936071442,0,,0.4543865213238066,8.239717,9.742972,LL-RIs
HsaINT1026684,PGAP2,6347,6.0,3.0,56.31006774854262,"DNA/hAT-Charlie, DNA/hAT-Tip100, LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",50.14968,0.1111766461106052,57.265,52.69,43.91,0.2629796452469362,12.0,12.0,1.0,0.0,Stable_4h,172,90.8174692049272,1.34100831000508,0,,1.3092734089733966,11.443452,8.960379,LL-RIs
HsaINT1026686,PGAP2,643,6.0,5.0,0.0,,55.521,0.2369922106623913,73.815,52.69,43.91,0.2629796452469362,12.0,9.71,0.8091666666666667,-0.0919620161396199,Stable_4h,24,51.42857142857143,1.34100831000508,0,,0.6132014458699606,9.879985,8.639664,LL-RIs
HsaINT0123528,PGAP3,258,7.0,6.0,0.0,,60.07752,-0.2071206237367039,64.325,137.36,19.565,2.81161492910134,7.948,12.0,1.5098137896326118,0.1789233876098472,Stable_4h,6,88.46153846153847,2.76165166136384,0,,0.8729986775945867,11.018295,9.3699255,LL-RIs
HsaINT0123527,PGAP3,342,7.0,5.0,0.0,,63.74269,-0.0497712582852309,96.7,137.36,19.565,2.81161492910134,7.948,10.924,1.3744338198288877,0.1381238330299181,Stable_4h,6,62.16216216216216,2.76165166136384,0,,0.8868653409080149,9.02807,9.281613,LL-RIs
HsaINT0014139,PGGHG,57,12.0,3.0,0.0,,63.15789,-0.5581071424364511,98.66,710.35,8.21,6.435004004850022,7.527,12.0,1.5942606616181745,0.2025593300133518,Stable_4h,0,,3.67975179833813,0,,1.400875335663074,3.1267123,8.847503,LL-RIs
HsaINT0014140,PGGHG,862,12.0,4.0,0.0,,64.15313,-0.7756271761513243,61.76,710.35,8.21,6.435004004850022,7.527,12.0,1.5942606616181745,0.2025593300133518,Stable_4h,76,73.62637362637362,3.67975179833813,0,,0.5662401137019406,10.481926,9.230071,LL-RIs
HsaINT1026729,PGS1,4385,9.0,9.0,21.801596351197265,"LINE/L1, LINE/L2, SINE/Alu",53.04447,-0.2435887322938131,83.275,84.51,28.135,1.5867561010385298,12.0,12.0,1.0,0.0,Stable_4h,213,90.1821060965954,0.807095387701537,0,,0.2329501444680312,9.898224,7.1467237,LL-RIs
